id,sample_date,P-PO4,N-NH4,N-NO3,N-NO2,S-SO4,Cl,pH,EC,cm,TOC,IC,TC,TN,מהירות זרימה,עכירות,TON,Al,B,Ca,Co,Cu,Fe,K,Mg,Mn,Mo,Na,Zn,Notes
13,2021-02-15,1.85897,6.509253333333334,16.048579,2.387971,62.77393333333333,878.7283,7.91,3609.0,65,8.455,68.87,77.32,26.98,6-7,4,2.0341966666666664,0.01922,0.3366,174.49,0.00133,0.0,0.10382,26.678,81.978,0.19594,0.00458,379.44,0.00522,מים חומים בזרימה חזקה כמעט עד גובה הגשר. צמחיית מים מתה.
101,2021-02-15,0.0141463,0.10833503333333334,82.36293328000001,0.03056672,63.16976666666667,424.668,7.98,2583.0,1,3.167,52.89,56.06,80.23,4-5,4,0.0,0.09246,0.17932,252.13,0.0,0.0,0.20427,9.6872,55.06,0.00635,0.00355,176.4,0.00801,זרימה יחסית חזקה עם עכירות גבוהה.
102,2021-02-15,2.45189,13.660476666666666,43.24586,1.12666,35.63223333333333,362.7095,7.91,2155.0,6,6.873,75.51,82.38,57.09,4-5,0,0.0,0.22889,0.14442,163.1,0.0,0.0,0.24371,23.434,38.243,0.06057,0.00345,187.76,0.00648,מים צלולים. גוון צהבהב. קצת בועות במים.
103,2021-02-15,0.00600187,0.0649603188888889,85.07904721,0.03947279,48.00686666666667,314.7875,8.1,2280.0,1,3.587,50.38,53.97,81.28,3,0,0.0,0.01817,0.12641,259.54,0.0,0.0,0.15587,6.8454,41.004,0.01508,0.00308,121.93,0.00494,מים צלולים. אפיק מכוסה צמחייה.
110,2021-02-15,5.15894,28.690215555555554,4.576856,1.7630139999999999,23.19237,399.6824,8.85,2058.0,,17.41,85.42,102.83,42.11,,,7.079914444444448,0.01819,0.11071,71.785,0.0,0.0,0.0518,37.842,35.201,0.01968,0.00376,247.35,0.00667,הזרמה ממאגר אבן. מים צהבהבים
110,2021-02-15,5.15894,28.690215555555554,4.576856,1.7630139999999999,23.19237,399.6824,8.85,2058.0,,3.474,69.46,72.93,78.57,,,43.53991444444444,0.01819,0.11071,71.785,0.0,0.0,0.0518,37.842,35.201,0.01968,0.00376,247.35,0.00667,הזרמה ממאגר אבן. מים צהבהבים
111,2021-02-15,0.2231726,1.4446833333333333,91.3319174,0.2158526,48.78613333333333,322.5466,8.11,2245.0,,,,,,,,,0.0,0.11952,252.13,0.0,0.0,0.06062,7.8047,38.563,0.06702,0.00346,132.95,0.00507,"מים הסמוך למאגר אבן (ממערב), בשלוליות."
302,2021-02-15,0.00723957,0.005534301111111111,4.54893711,0.036629890000000005,5.21696,89.40964,8.79,826.5,,0.6365,68.61,69.25,3.261,,0,0.0,0.0397,0.05708,71.321,0.0,0.0,0.17602,7.1411,35.886,0.01185,0.00425,52.017,0.0074,אפיק מכיוון מערב.
1,2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2021-03-11,0.1924111,0.017369846666666668,56.1519621,0.2903879,54.300999999999995,444.3176,8.31,2453.0,4.0,3.476,69.01,72.49,55.61,4,1.0,0.0,0.0,0.25445,225.08,0.0,0.0,0.0233,9.0181,52.35,0.0008,0.00348,189.16,0.00897,
4,2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2021-03-11,0.01144685,0,1.2369677300000002,0.03545227,13.984333333333334,191.8579,8.84,1009.0,1.0,6.063,47.64,53.7,1.495,2-3,0.0,0.22258,0.09614,0.11946,67.072,0.0,0.00315,0.12901,8.7314,33.073,0.00449,0.00384,86.899,0.00987,זרימה בתעלת ניקוז מקבילה לכביש מכיוון מערב.
1,2021-03-24,0.0054766500000000004,0,78.38597691,0.08555309,49.546699999999994,336.1983,8.04,2251.0,5,2.771,60.58,63.35,75.47,3,0,0.0,0.0,0.1639,240.22,0.0,0.0,0.00572,5.5643,43.527,0.0107,0.00839,150.22,0.00686,צלול עם מעט רחופת. אין הרבה צמחייה בנחל.
2,2021-03-24,0.00441216,0,69.05396415,0.06290585,49.61386666666667,346.3294,8.18,2261.0,20,4.414,62.12,66.53,75.33,2-3,0,6.2131299999999925,0.0,0.16842,251.07,0.0,0.0,0.00616,5.2457,45.522,0.00808,0.0055,153.51,0.00445, גובה נמדד בבריכה. מים צלולים. מבנה הנחל השתנה. אצות חוטיות במים.
3,2021-03-24,0.00960548,0.32236555555555557,56.19582,1.5811099999999998,52.73043333333334,444.055,8.31,2472.0,5,2.768,67.28,70.05,56.58,3-4,2-3,0.0,0.01626,0.21673,234.39,0.0,0.0,0.01262,8.3228,53.339,0.00699,0.00475,193.92,0.00388,מים עכורים במקצת. ירד קצת גשם בזמן הדיגום.
4,2021-03-24,0.2807967,0.4821833333333333,34.4209887,0.1322313,32.78018333333333,283.9752,8.22,1580.0,25?,4.051,43.47,47.52,32.14,3,5,0.0,0.01678,0.13995,141.5,0.0,0.0,0.01329,8.9987,33.893,0.036,0.00451,127.64,0.00665,מים עכורים מאד. גובה לא בטוח המאז הרחוז. מי נגר עכורים מגיעים מכיוון המושב
5,2021-03-24,0.0060434,0.012979166666666668,42.95886178,0.06326822,46.24406666666667,607.6814,8.14,2781.0,"65 - בריכה
25 - אחרי",5.003,52.89,57.89,37.97,3 - אחרי,0-1,0.0,0.0,0.18841,235.78,0.0,0.0,0.00456,15.345,61.439,0.00982,0.0042,205.98,0.00644,אחרי - אזור מסולע עם אצות חוטיות. לפני בריכה אזור עם חישות קנים. אין גישה לנקודת דיגום לפני בריכה בשל קנים.
6,2021-03-24,0.06598097,0,44.37513282,0.012817180000000001,36.27063333333333,637.0252,7.13,2955.0,110,5.102,62.65,67.75,43.54,0,0,0.0,0.0,0.2483,263.49,0.0,0.0,0.00341,5.1752,74.11,0.0,0.00397,192.91,0.00477,
7,2021-03-24,0.02522034,0.11746824444444444,43.2623475,0.30541250000000003,56.5807,579.7972,8.09,2853.0,2,4.35,66.12,70.47,47.81,5,3-4,4.124771755555557,0.0,0.22478,246.56,0.0,0.0,0.00682,12.151,67.74,0.0524,0.00393,218.51,0.00463,מים בגוון שחרחר. זרימה חזקה.
8,2021-03-24,0.00865958,0.08579044444444445,38.7327203,0.2749697,63.3332,824.5645,8.49,3483.0,67,4.733,65.07,69.8,31.9,0-1,1,0.0,0.0,0.37561,204.08,0.0,0.0,0.00553,11.012,90.836,0.00665,0.00398,325.33,0.0047,מים יחסית גבוהצים וצלולה. בקקושי רואים תזוזה.
9,2021-03-24,0.3754422,0.5948055555555556,20.194372,1.1559480000000002,48.06133333333333,554.754,8.03,2586.0,57,6.136,73.95,80.09,20.79,0-1,4,0.0,0.01783,0.28052,170.36,0.00141,0.0,0.01917,14.672,68.956,0.25492,0.00492,232.57,0.01091,מים עכורים וגבוהים. כמעט ללא זרימה.
10,2021-03-24,0.39229939999999996,0.8961477777777778,28.007273,1.421177,57.53033333333334,721.1443,8.12,3147.0,20,6.95,73.42,80.37,27.51,2,5-6,0.0,0.0,0.34155,203.47,0.0,0.0,0.01266,14.158,83.88,0.28619,0.00505,297.25,0.00514,סכר סגור ומלא. גלישות מעל הסכר ומצדדיו.
11,2021-03-24,1.495762,1.16214,22.459827,2.2327130000000004,58.108666666666664,679.6954,7.94,3106.0,88,10.24,78.05,88.29,25.32,1,2-3,0.0,0.01689,0.35733,193.48,0.0,0.0,0.02579,20.416,82.975,0.22933,0.00507,305.89,0.00566,"מים בגוון שחור. קצף בכניסה לקישון אחרי הגשר. מים בגובה הקישון, לא נראית זרימה."
12,2021-03-24,1.424439,10.69522222222222,13.793793999999998,2.689256,46.61666666666667,672.4756,7.89,2916.0,?,11.18,68.61,79.79,25.67,4-5,3-4,0.0,0.03282,0.2558,143.85,0.00157,0.0,0.02228,23.701,64.477,0.16013,0.00504,314.57,0.00545,"מים חומים, עכורים ומאד גבוהים. אין גישה למדוד גובה"
13,2021-03-24,1.39648,10.246841111111111,8.442387,4.222443,47.32533333333333,683.1115,7.88,2943.0,?,10.41,69.58,79.99,25.44,4,3,2.5283288888888897,0.01974,0.26388,148.44,0.00151,0.0,0.02114,22.973,63.688,0.15784,0.00475,313.95,0.00482,גשר מוצף. אי אפשר למדוד גובה. מים חומים גהים.
101,2021-03-24,0,0.008708863333333334,76.9210731,0.0191269,65.45323333333333,427.507,7.87,2572.0,5,6.151,47.09,53.24,83.45,5-6,0,6.501091136666659,,,,,,,,,,,,,זרימה חזקה מהרגיל ו-??? באופן יוצא דופן
102,2021-03-24,0.00457035,0.003501228888888889,76.20419074,0.05992926,48.604366666666664,339.9735,8.02,2246.0,5,2.761,57.94,60.7,72.83,4-5,0,0.0,0.0,0.16275,243.15,0.0,0.0,0.00486,4.236,41.746,0.00501,0.00339,147.79,0.00924,ירוקת (אצות) על תחתית האפיק.
103,2021-03-24,0,0.0034133944444444445,80.17276387,0.004386129999999999,51.2628,327.6581,7.91,2296.0,1,6.795,60.92,67.72,83.27,4-5,0,3.089436605555548,0.0,0.12795,270.42,0.0,0.0,0.00395,2.4277,41.688,0.0,0.00298,128.89,0.00465,זרימה חזקה מהרגיל מתוך סבך צומח.
201,2021-03-24,0.02920076,0.08489522222222222,63.359970700000005,0.4416593,48.358066666666666,386.441,8.13,2334.0,?,2.77,65.11,67.88,65.44,2,2,1.5534747777777724,0.0,0.17465,235.54,0.0,0.0,0.00456,5.1542,45.55,0.00794,0.00318,169.48,0.00454,ליד אקליפטוסים.
1,2021-04-27,0.00475933,0.019593124444444446,69.58967729,0.07920271,48.67876666666667,338.9419,7.6,2287.0,5,1.794,60.66,62.45,77.63,3-4,1-2,7.941526875555553,0.06971,0.15937,243.21,0.0,0.0,0.10962,3.2831,41.224,0.01772,0.00314,143.94,0.00577,זרימה יחסית מהירה על משטח בטון מכוסה אצות לתוך בריכה. זרימה לשני הכיוונים (גם למאגר)
2,2021-04-27,0.022741969999999997,0.0025573722222222224,65.65904621,0.08620379,49.297666666666665,349.8608,7.67,2285.0,10,3.708,40.21,43.92,77.25,4,1-2,11.502192627777774,0.02771,0.16393,239.25,0.0,0.00353,0.03924,3.4581,42.868,0.00875,0.00311,149.69,0.00577,קרקעית מכוסה אציות חוטיות. דשא נחלים במים במורד.
3,2021-04-27,0.1816005,0.01150334888888889,48.87841435,0.040005650000000004,53.2192,471.2028,8.13,2544.0,5,4.322,57.52,61.84,54.18,5,2,5.250076651111115,0.05648,0.22325,235.89,0.0,0.0,0.15953,6.4233,54.986,0.01004,0.0033,198.7,0.01016,שורה של צמחייה לפני ירידה מייצרת מעין סכרון. אחרי זרימה יחסית מהירה (משטח בטון מכוסה בוץ)
4,2021-04-27,0.19610650000000002,0.07447127333333332,49.69728127,0.07312873,55.42986666666667,491.2368,8.0,2597.0,27,4.109,58.14,62.25,49.67,0-1,2-3,0.0,0.01982,0.22388,227.21,0.0,0.0,0.08216,6.162,58.402,0.02737,0.00322,202.44,0.00967,בריכה אחרי גשר עם מעט מים שמעט לא זזים. רוב האפיק חשוף מצמחייהץ
5,2021-04-27,0.2352312,0.004700593333333333,42.139378439999994,0.01505156,52.4951,706.665,7.91,3165.0,"68 - בריכה
אחרי - 15",4.406,44.0,48.41,43.65,"בריכה - 0-1
אחרי - 4-5",0,1.4908694066666683,0.16897,0.20455,266.34,0.0,0.0,0.14942,16.508,72.535,0.01202,0.00319,223.23,0.00687,"לפני בריכ חישות (אין גישה לנקות מדידה). חלק מוסלע אחרי גשר חשוף, עם זרימה חזקה ואצות על סלעים."
6,2021-04-27,0.2475056,0.042890625555555555,42.79471116,0.00236884,36.6171,654.87,6.83,2968.0,105,6.101,54.18,60.28,43.79,0,0,0.9500293744444406,0.0,0.24471,254.04,0.0,0.0,0.03445,3.0626,73.833,0.00355,0.00355,197.08,0.00742,מרגיש צלול במיוחד
7,2021-04-27,0.13781120000000002,0,47.0974286,0.17507140000000002,59.31413333333333,649.8182,8.01,3098.0,8,3.071,62.95,66.02,47.13,6-7,0,0.0,0.06462,0.23856,249.3,0.0,0.00287,0.09383,9.7334,77.824,0.01208,0.00307,234.56,0.0045,"קנים לפני ואחרי משטח בטוח מכוסה אצות חוטיות. זרימה מהירה, קרירה וצלולה"
8,2021-04-27,0.4617139,0.0035596711111111116,26.1154886,0.2016114,54.6749,665.3966,7.87,3005.0,64,5.451,69.59,75.04,31.53,1,2-3,5.209340328888889,0.05431,0.31519,199.33,0.0,0.00335,0.06166,8.8935,80.51,0.0813,0.00416,266.32,0.01337,מים גבוהים ועכורים. תחילה של התפתחות אצת עדשת מים בעיקר לפני גשר
9,2021-04-27,2.96113,1.2554647777777779,20.343588200000003,0.3077418,47.90543333333333,562.8069,7.85,2563.0,47,6.624,62.36,68.98,25.77,0-1,4,3.86320522222222,0.02313,0.25921,173.58,0.0,0.00458,0.03338,15.037,66.457,0.07007,0.00513,224.15,0.01003,"מים גבוהים, עומדים ועכורים מאד. בועות קצף על המים"
10,2021-04-27,0.2657588,0.21165091111111112,32.379688900000005,0.3442611,64.7402,843.4647,7.65,3603.0,"30
170 לפני סכר",5.103,69.66,74.76,29.8,6,3,0.0,0.0,0.401,212.29,0.0,0.0,0.01035,8.565,96.97,0.08973,0.00476,331.49,0.00702,מים מעל סכר סגור גורלשים מעליו ומצדדיו. אצת עדשה מתפתחת במים (מכסה כבר את הערוץ המגיע מהמאגר ואפיק אחרי סכר)
11,2021-04-27,3.56827,3.8195188888888887,18.610651999999998,1.826298,58.4435,689.5109,7.78,3133.0,10,12.43,78.38,90.81,27.41,5-6,1-2,3.1535311111111106,0.02264,0.36164,177.42,0.0,0.0,0.04482,25.325,78.025,0.06661,0.00477,304.71,0.00714,"זרימה חזקה, מים צהבהבים."
12,2021-04-27,0.8065718000000001,13.686275555555556,10.818761,1.009539,64.41766666666666,950.7744,7.9,4024.0,65,10.16,71.98,82.14,28.92,6,4,3.4054244444444457,0.02279,0.37411,178.23,0.00108,0.0,0.02588,20.626,92.392,0.10612,0.00422,427.36,0.00324,מים צהובים חומים בזרימה חזקה. צמחייה מתפתחת בנחל.
13,2021-04-27,1.16801,12.568204444444445,11.011966,1.0529439999999999,64.94136666666667,963.67,7.93,3862.0,57,10.02,73.22,83.24,28.4,6-7,1-2,3.766885555555554,0.01889,0.3727,172.42,0.00108,0.0,0.0229,21.791,91.079,0.10157,0.0042,406.5,0.00384,מים צהובים חומים בזרימה חזקה.
101,2021-04-27,0.00542063,0.005091504444444445,76.84594614000001,0.04267386,65.71416666666667,429.5308,7.72,2543.0,5,3.824,53.18,57.0,79.75,4-5,5,2.856288495555546,0.17958,0.18051,243.6,0.0,0.0,0.17886,4.0073,54.196,0.03699,0.00313,176.75,0.00841,מים מאד עכורים.
102,2021-04-27,0.07897391000000001,0.019663171111111113,72.29848948,0.03599052,45.67253333333333,335.2888,7.74,2233.0,4,2.109,63.04,65.15,75.62,3-4,0,3.2658568288889,0.15828,0.16187,240.03,0.0,0.0,0.20921,2.918,40.221,0.02688,0.00309,140.72,0.00748,קצת ירוקת (אצות) על תחתית האפיק.
103,2021-04-27,0.00466626,0.07921542222222222,77.6007909,0.2212191,50.48806666666667,323.7935,7.53,2334.0,"6 (מלמעלה 
שלט קו ביוב",5.185,47.72,52.9,83.89,3-4,0,5.988774577777775,0.03331,0.12074,267.66,0.0,0.0,0.06572,3.5921,41.812,0.01535,0.00286,129.29,0.00611,זרימה מגיע מחלק עליון
201,2021-04-27,0.1552774,0.046452233333333336,54.0138195,0.4485905,49.292699999999996,409.2068,7.66,2400.0,18,4.649,53.65,58.3,62.83,3,1-2,8.321137766666666,0.05764,0.22852,241.13,0.0,0.00403,0.04191,6.7252,46.973,0.01364,0.003,167.03,0.01888,"לפני מפתן, יש זרימה של מין"
202,2021-04-27,0.1858481,0.027258902222222225,57.722007399999995,0.44057260000000004,48.592800000000004,403.9398,7.82,2401.0,24,4.18,67.39,71.57,63.71,0,1-2,5.52016109777778,0.01977,0.22165,232.01,0.0,0.00324,0.03741,7.2453,45.986,0.01779,0.00298,169.78,0.0166,מיד אחרי מפתן
203,2021-04-27,0.1871907,0.004765296666666667,47.9740703,0.4110197,50.17576666666667,417.8803,7.93,2386.0,11,3.617,57.33,60.95,62.74,3,3-4,14.350144703333335,0.11543,0.17697,235.39,0.0,0.0,0.14438,6.8349,47.022,0.02249,0.00295,171.47,0.00969,מיד אחרי יציאה של צמחייה קבוהה.
204,2021-04-27,0.0038407399999999996,0.06430407666666667,23.4588644,0.5502156,59.933033333333334,880.86,8.58,3287.0,"1
10 - בריכות",5.318,13.3,18.62,22.6,1,2-3,0.0,0.0814,0.39681,163.3,0.0,0.00243,0.08294,5.9352,82.791,0.0126,0.00349,340.74,0.00611,נקז לולים. מתייבש לפני שנכנס לנהלל. מיני-בריכות קטנות באפיק זרימה צר מאד.
1,2021-05-26,0.3459679,0.07575382111111112,88.2724401,0.0567699,49.18053333333333,345.0161,7.92,2221.0,3,3.981,65.03,69.01,70.45,3,0-1,0.0,0.0,0.15528,233.5,0.0,0.0,0.04261,1.8202,40.301,0.01124,0.00294,142.56,0.00394,משטח מכוסה אדמה ואצות. פיצול למאגר מכוסה צמחייה היוצרת סכרון טבעי אבל זרימה לשני הכיוונים
2,2021-05-26,0.4296472,0.045216655555555554,74.25772140000001,0.1352386,51.003433333333334,355.8786,8.01,2277.0,10,3.712,66.83,70.54,69.03,1-2,1-2,0.0,0.01828,0.15794,234.46,0.0,0.0,0.17883,2.2248,45.799,0.03802,0.00296,148.65,0.00708,"המון אצות, זרימה איטית. דשא נחלים לפני ואחרי. ראשני גמבוזיה במים?"
3,2021-05-26,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,אין זרימה - יבש.
4,2021-05-26,9.737983,2.627901111111111,57.187894,1.449396,42.679633333333335,500.8391,7.6,2556.0,30,14.67,63.69,78.36,56.25,0-1,1-2,0.0,0.02255,0.18037,166.46,0.00195,0.02604,0.44197,22.52,71.962,0.2761,0.00682,217.23,0.05866,"מים אדומים עומדים, יצורים קטנים במים (יתושים עוקצים?) צב במים. גובה נמדד מיד אחרי גשר"
5,2021-05-26,0.6672646999999999,0.020402705555555553,41.0511866,0.0490034,51.66366666666667,709.1439,8.14,3108.0,"65 לפני
20 אחרי",4.328,68.9,73.23,38.14,"0 לפני
4 אחרי",2-3,0.0,0.06291,0.19787,268.86,0.0,0.0,0.15991,17.029,70.355,0.00904,0.0043,222.82,0.00956,סבך קנה מפותח לפני ואחרי גשר
6,2021-05-26,0.3271728,0.08501764444444444,43.56615106,0.00282894,36.3861,649.7925,7.04,2898.0,115,5.565,67.65,73.22,40.11,0,0,0.0,0.08331,0.24048,247.06,0.0,0.00321,0.09263,2.2099,70.557,0.00976,0.00322,188.41,0.01955,
7,2021-05-26,1.945087,0.07437031777777776,43.90913542,0.08265457999999999,60.16276666666667,711.8105,8.09,3171.0,3,4.538,73.1,77.64,41.06,4,2-3,0.0,0.0343,0.23558,247.14,0.0,0.0,0.06941,11.256,79.645,0.02527,0.00355,243.27,0.00449,סבך קנה מפותח לפני ואחרי משטח בטון
8,2021-05-26,0.48380579999999995,0.09669877777777777,31.2605002,0.11085980000000001,64.22786666666667,874.2273,8.12,3594.0,30,5.703,72.24,77.94,30.7,0-1,1-2,0.0,0.02325,0.36992,226.86,0.0,0.0,0.07299,6.4899,95.659,0.10858,0.00399,322.71,0.00667,"קצת עדשת מים לפני כשר, מים זורמים לאט."
9,2021-05-26,3.332507,1.1793522222222221,26.1709322,0.9666778,52.3123,609.7579,8.01,2812.0,5,10.02,78.63,88.65,27.8,2,2-3,0.0,0.06432,0.29265,196.39,0.00176,0.00782,0.0833,21.812,78.048,0.11359,0.00249,241.65,0.01564,"מים נמוכים, ו עכורים"
10,2021-05-26,0.8288,0.5427635111111111,30.7143647,0.3622053,64.4166,827.7866,7.94,3527.0,"30 אחרי
90 לפני",6.383,77.32,83.7,29.96,1-2,1-2,0.0,0.03276,0.37888,236.06,0.0,0.00266,0.05782,11.586,96.424,0.11951,0.00277,312.28,0.0078,"סכר סגור, זרימה רק מצד ימים של סגר. אצת עדשה מכסה את כל האזור לפני כולל ערוץ המאגר."
11,2021-05-26,4.036173,3.9922788888888885,22.496806,1.4979639999999999,59.103766666666665,716.2225,7.85,3193.0,10,12.73,84.48,97.21,27.34,4-5,2-2,0.0,0.02993,0.35229,196.51,0.0,0.00321,0.0616,27.817,85.015,0.08879,0.00298,302.27,0.00552,גוון צהבהבה. זרימה יחסית חזקה בתוך סבך של קנה.
12,2021-05-26,2.3953789999999997,7.999887777777777,12.444139999999999,2.4403,59.599133333333334,1056.411,7.78,4202.0,60,11.48,77.09,88.57,24.12,4-5,4,1.2356722222222238,0.03737,0.42911,192.32,0.00219,0.0,0.06822,19.54,103.31,0.32029,0.00256,461.17,0.00558,מים צהובים-חומים
13,2021-05-26,2.789955,6.753078888888889,14.433435000000001,2.4359949999999997,59.01473333333333,983.8768,7.78,4037.0,36,11.95,78.28,90.23,24.24,6,3-4,0.6174911111111108,0.02237,0.42373,195.92,0.00224,0.0,0.11602,20.622,97.503,0.28502,0.0024,437.54,0.00612,מים צהובים-חומים
101,2021-05-26,0.4812973,0.1567584666666667,74.15167359,0.04913641,66.13093333333333,437.0555,7.7,2478.0,6,4.234,53.36,57.59,68.35,4-5,3,0.0,0.09254,0.17385,232.1,0.0,0.0,0.13203,2.3196,53.629,0.01921,0.00337,172.96,0.00528,זרימה מהירה יחסית
102,2021-05-26,0.3390575,0.12605382222222222,71.47911832,0.048451680000000004,45.08063333333333,324.6526,7.91,2155.0,5,3.061,65.75,68.81,69.15,4-5,0,0.0,0.04636,0.15696,235.66,0.0,0.0,0.06575,1.8358,37.494,0.01845,0.00301,135.14,0.00409,
103,2021-05-26,0.4974266,0.03451038888888889,80.74053689,0.08003310999999999,50.2442,321.553,7.81,2265.0,1-2?,4.257,66.91,71.17,76.7,2,0,0.0,0.0,0.11517,259.23,0.0,0.0,0.043,1.9373,39.841,0.00448,0.00281,127.22,0.00747,זרימה דרך סבך צמחיים
201,2021-05-26,0.14170580000000002,0.08496677777777778,48.66095885,0.01553115,52.6826,514.3749,7.91,2621.0,"12 לפני מפתן
4 באזור זרימה",4.125,72.77,76.9,45.67,1,1,0.0,0.07624,0.20918,232.4,0.0,0.0,0.18062,2.7213,53.189,0.01052,0.00304,202.29,0.00639,מים עומדים לפני מפתן עם בועודת וג'יפה. דגי גמובצים במים (?)
204,2021-05-26,0.8199063,0.010519444444444446,15.062098800000001,0.2025812,51.830999999999996,659.6533,8.31,2577.0,6,13.0,34.63,47.63,14.31,0-1,1,0.0,0.01743,0.40049,122.51,0.0,0.00452,0.14124,3.8896,62.022,0.01227,0.00358,279.62,0.01179,"נקז לולים. זרימה איטית, בסוף בריכה שנראה שלא מגיעה עד נחל"
207,2021-05-26,1.006739,0.07698614777777778,0.29732856,0.02031154,109.2358,154.8211,8.02,1677.0,,15.9,77.02,92.92,1.4,2-3,0,1.0053737522222221,0.02222,0.17924,210.48,0.0,0.00498,0.05846,22.163,32.44,0.1047,0.0073,111.01,0.01046,זרימה מכיוון מנשית זבדה.
1,2021-06-28,0.08966885999999999,0.0014612655555555556,82.4118115,0.15886850000000002,50.672200000000004,354.3875,7.83,2229.0,6,0.1343,71.54,71.67,57.34,1.5,2.5,0.0,0.0,0.16783,236.7,0.0,0.0,0.01674,3.1412,43.791,0.00464,0.0,150.21,0.00359,אצות וצמחייה על משטי בטון. שטח אחרי מלא צמחייה (דשא מים)
2,2021-06-28,0.1184978,0.006045526666666667,78.7849531,0.1345069,52.45526666666667,369.5864,7.86,2285.0,9,0.0,69.2,69.2,56.08,1,0.0,0.0,0.0,0.16444,239.93,0.0,0.0,0.01519,3.1952,45.298,0.0074,0.0,148.87,0.00194,"זרימה איטית, קרקעית בוצית, דשא אחרי וצמחייה סבוכה לפני. אצות במים"
3,2021-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אין זרימה - יבש.
4,2021-06-28,4.26172,0.060505028888888895,44.555600999999996,1.6078489999999999,44.609700000000004,510.1074,7.36,2484.0,30,9.387,81.13,90.52,28.4,0.5,1.0,0.0,0.0,0.23125,154.86,0.00197,0.02198,0.21182,31.876,72.178,0.29801,0.00339,222.91,0.05477,מים מעט אדמדמים. בקושי נצפתצה זרימה. אצת מפותחת. צפרדע וסרטן במים. צמחייה מכוסחת.
5,2021-06-28,0.04023065,0.005321571111111111,20.826305610000002,0.07063438999999999,51.07116666666667,754.1395,7.67,3124.0,"בריכה 65
אחרי 17
לפני 18",5.622,79.03,84.65,11.87,"בריכה 0.5
אחרי 3.5
לפני 2",0.0,0.0,0.0,0.22753,250.62,0.0,0.0,0.02578,25.564,76.059,0.01592,0.00244,227.64,0.00366,קנה מכוסח. גוון צהבהב במעט. צבים במים
6,2021-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מרותך
7,2021-06-28,0.19135,0.0062092722222222224,40.31382555,0.019714449999999998,64.31346666666667,767.4425,7.74,3206.0,13,3.243,86.49,89.73,24.15,4.5,4.5,0.0,0.0,0.26631,252.2,0.0,0.00401,0.01657,17.166,86.237,0.03486,0.00213,250.1,0.00449,מים עכורים שבהמשך מצטללים (משאיות?) כל הקנה מכוסח
8,2021-06-28,0.04340493,0.0014987,30.107542600000002,0.1062174,65.17793333333334,951.1646,8.1,3754.0,5,3.339,75.06,78.4,18.07,3.5,0.0,0.0,0.11458,0.40837,233.19,0.0,0.0,0.09351,12.314,107.2,0.01837,0.00197,344.18,0.00297,זרימה נמוכה ומהירה במרכז האפיק. אין אצות. (סכר פתוח?)
9,2021-06-28,1.42126,0.002337821111111111,29.6733443,0.9027957,51.922066666666666,682.0112,7.83,2993.0,15,4.518,86.37,90.89,19.02,3.5,0.0,0.0,0.03311,0.32242,194.09,0.00178,0.00776,0.01883,17.463,82.107,0.02723,0.00264,265.51,0.01387,"צים מלולים ונמוכים, זורמים רק במרכז האפיק."
10,2021-06-28,0.37166,0,33.590127800000005,0.3502922,65.06490000000001,885.9296,7.98,3593.0,25,3.421,78.02,81.44,19.45,1.5,1.0,0.0,0.0,0.39006,227.37,0.00105,0.0,0.01444,12.984,101.72,0.07466,0.0023,336.07,0.00283,"סכר פתוח, זרימה חלשה במרכז האפיק ומכיוון המאגר."
11,2021-06-28,1.48601,0.22910813333333335,22.8620407,0.9745693,63.75993333333333,861.4011,7.69,3580.0,10,7.044,87.73,94.77,15.57,6,0.0,0.0,0.0,0.41597,212.27,0.0,0.0,0.02243,20.417,97.076,0.08889,0.00229,336.19,0.00424,"גוון צהבהבה בקנה, זרימה חזקה."
12,2021-06-28,1.05285,15.245922222222223,16.799785,1.309865,65.03523333333334,998.2306,7.82,3809.0,57,11.52,76.44,87.96,20.7,5,4.0,0.0,0.01968,0.39065,168.13,0.0019,0.0,0.03283,20.142,90.443,0.34365,0.00198,412.91,0.00363,צים צהבהבים-חומים
